employee_id,first_name,last_name,gender,region,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-79654147,Abdoulaye,Diallo,Masculin,Louga,Louga,2017-10-18,Service Clientèle,Représentant Service Clientèle,Baccalauréat,1934429,Satisfaisant,Oui,1979-05-14,2020-04-27
00-95199362,Abdoulaye,Ba,Féminin,Kaffrine,Malem Hodar,2019-08-16,Marketing,Coordinateur Marketing,Licence,1740676,Bon,Oui,1986-12-07,2023-11-01
00-53091709,Awa,Ndiaye,Féminin,Diourbel,Diourbel,2018-06-16,Informatique,Développeur Logiciel,Licence,2385836,À améliorer,Non,1997-01-08,2019-05-05
00-48683937,Adama,Thiam,Féminin,Sédhiou,Sédhiou,2015-12-15,Finance,Analyste Financier,Licence,2236708,À améliorer,Oui,1974-04-02,2024-11-04
00-43876400,Ousmane,Ba,Féminin,Dakar,Dakar,2024-08-14,Ventes,Consultant Commercial,Master,3088335,Satisfaisant,Non,1979-08-07,2025-02-10
00-79067939,Mamadou,Thiam,Féminin,Saint-Louis,Dagana,2019-06-05,Informatique,Spécialiste Support Informatique,Baccalauréat,1892625,Bon,Non,1973-05-23,2019-12-02
00-79583757,Ousmane,Faye,Féminin,Ziguinchor,Ziguinchor,2022-05-21,Ventes,Consultant Commercial,Doctorat,2581446,Bon,Non,1963-03-18,2022-11-17
00-16927215,Cheikh,Diallo,Masculin,Kaolack,Kaolack,2020-03-26,Ventes,Représentant Commercial,Licence,1823406,Excellent,Oui,1972-03-25,2022-02-06
00-75056916,Awa,Diop,Masculin,Thiès,Thiès,2024-02-23,Ventes,Spécialiste des Ventes,Master,2464916,Bon,Non,1985-03-04,2024-08-21
00-42117961,Fatou,Diallo,Féminin,Kaolack,Guinguinéo,2020-07-16,Opérations,Coordinateur Logistique,Licence,1973286,Satisfaisant,Non,2001-02-27,2022-10-24
00-22510327,Cheikh,Ba,Masculin,Dakar,Guédiawaye,2019-07-11,Service Clientèle,Représentant Service Clientèle,Baccalauréat,2007714,Bon,Oui,1988-04-13,2022-12-16
00-30665654,Abdoulaye,Diallo,Masculin,Saint-Louis,Saint-Louis,2020-02-05,Finance,Analyste Financier,Doctorat,3010817,Satisfaisant,Non,1988-07-13,2020-08-03
00-74759996,Abdoulaye,Sow,Masculin,Thiès,Thiès,2019-10-21,Marketing,Coordinateur Marketing,Licence,1742318,Bon,Non,1966-05-08,2024-02-10
00-35583290,Ibrahima,Thiam,Masculin,Diourbel,Bambey,2022-01-19,Opérations,Coordinateur Logistique,Licence,1763890,Bon,Non,1984-06-08,2022-07-18
00-19369750,Mariama,Gueye,Masculin,Matam,Matam,2018-12-01,Informatique,Spécialiste Support Informatique,Licence,2045446,Satisfaisant,Non,1984-08-22,2019-05-30
00-10344303,Mariama,Diallo,Féminin,Diourbel,Diourbel,2023-02-12,Finance,Analyste Financier,Licence,2120870,Excellent,Non,1987-02-26,2023-08-11
00-75718414,Fatou,Fall,Féminin,Saint-Louis,Podor,2020-02-29,Service Clientèle,Responsable Service Clientèle,Licence,2935684,Excellent,Non,1983-09-19,2024-06-29
00-84077101,Coumba,Gueye,Féminin,Dakar,Guédiawaye,2019-09-01,Opérations,Spécialiste des Stocks,Baccalauréat,1687923,Bon,Non,2003-01-30,2020-02-28
00-35320492,Cheikh,Faye,Masculin,Dakar,Pikine,2018-03-04,Ventes,Spécialiste des Ventes,Doctorat,2116259,Excellent,Non,1988-02-01,2022-10-08
00-52704903,Abdoulaye,Gueye,Féminin,Dakar,Pikine,2018-11-04,Service Clientèle,Spécialiste Support,Licence,2255817,Satisfaisant,Non,1970-06-25,2019-05-03
00-97512508,Fatou,Fall,Féminin,Dakar,Guédiawaye,2024-09-21,Ventes,Spécialiste des Ventes,Doctorat,1807889,Bon,Non,1973-07-14,2025-03-20
00-89212676,Ousmane,Ba,Masculin,Kolda,Kolda,2023-06-13,Opérations,Spécialiste des Stocks,Licence,1696215,Satisfaisant,Oui,1972-08-24,2023-12-10
00-80591959,Abdoulaye,Diop,Masculin,Diourbel,Mbacké,2022-08-20,Opérations,Spécialiste des Stocks,Baccalauréat,1864095,Satisfaisant,Non,2000-07-13,2023-02-16
00-97883261,Fatou,Ba,Masculin,Saint-Louis,Podor,2019-01-25,Finance,Comptable,Licence,1801197,Satisfaisant,Non,1984-11-11,2022-01-08
00-93652460,Adama,Ba,Masculin,Saint-Louis,Saint-Louis,2023-05-30,Service Clientèle,Technicien Support,Baccalauréat,2452306,Bon,Non,1979-02-25,2023-11-26
00-81621574,Adama,Diouf,Féminin,Louga,Linguère,2021-05-29,Opérations,Spécialiste des Stocks,Baccalauréat,1731639,Satisfaisant,Oui,2000-03-03,2021-11-25
00-82613940,Mamadou,Faye,Féminin,Tambacounda,Bakel,2016-08-19,Service Clientèle,Technicien Support,Baccalauréat,1692101,À améliorer,Non,2000-01-08,2024-06-23
00-48571356,Cheikh,Ba,Masculin,Kaolack,Kaolack,2019-07-01,Marketing,Coordinateur Marketing,Licence,2111716,À améliorer,Non,1972-05-19,2019-12-28
00-95060193,Awa,Fall,Féminin,Kaffrine,Koungheul,2017-07-25,Ventes,Spécialiste des Ventes,Master,1651283,Bon,Non,1990-08-23,2021-04-03
00-16172803,Ousmane,Diop,Féminin,Tambacounda,Bakel,2017-04-08,Opérations,Spécialiste des Stocks,Licence,1733932,Bon,Oui,1985-03-12,2024-09-17
00-29538047,Cheikh,Thiam,Féminin,Matam,Kanel,2019-08-03,Ressources Humaines,Assistant RH,Licence,2005251,Satisfaisant,Oui,1987-01-05,2020-05-04
00-34166826,Fatou,Ndiaye,Masculin,Kaolack,Kaolack,2016-11-30,Opérations,Coordinateur Logistique,Licence,1661009,Bon,Oui,2001-02-24,2018-11-06
00-42323627,Abdoulaye,Faye,Féminin,Ziguinchor,Oussouye,2017-01-05,Service Clientèle,Représentant Service Clientèle,Baccalauréat,2157145,Bon,Oui,1973-06-01,2017-08-17
00-44088261,Abdoulaye,Diallo,Féminin,Thiès,Tivaouane,2022-09-22,Ventes,Consultant Commercial,Licence,2295997,Satisfaisant,Oui,1988-04-08,2023-03-21
00-83363160,Fatou,Ba,Masculin,Louga,Kébémer,2019-10-07,Service Clientèle,Représentant Service Clientèle,Baccalauréat,2073915,Satisfaisant,Non,1991-08-27,2020-04-11
00-50151803,Adama,Diallo,Féminin,Saint-Louis,Podor,2019-02-14,Ventes,Représentant Commercial,Licence,1811395,Satisfaisant,Non,1979-10-20,2021-01-07
00-61632653,Abdoulaye,Ba,Féminin,Thiès,Thiès,2017-09-22,Informatique,Administrateur Système,Licence,2403536,Bon,Non,1997-11-29,2021-12-16
00-87149951,Mariama,Diallo,Féminin,Dakar,Guédiawaye,2015-12-10,Marketing,Coordinateur Marketing,Licence,1777085,Satisfaisant,Non,1989-01-25,2022-02-06
00-46840133,Mamadou,Faye,Masculin,Dakar,Dakar,2023-07-28,Finance,Spécialiste des Comptes Fournisseurs,Licence,2113048,Satisfaisant,Non,1979-01-09,2024-01-24
00-91390501,Abdoulaye,Diallo,Féminin,Dakar,Guédiawaye,2023-10-19,Ventes,Spécialiste des Ventes,Doctorat,2480605,Bon,Oui,1998-07-17,2024-04-16
00-57287718,Cheikh,Sow,Féminin,Kolda,Kolda,2021-04-14,Opérations,Spécialiste des Stocks,Licence,1796759,Bon,Non,1998-12-04,2023-10-15
00-98473848,Fatou,Ba,Féminin,Dakar,Pikine,2023-10-26,Ventes,Consultant Commercial,Master,2310724,Bon,Non,1979-06-04,2024-04-23
00-51464269,Abdoulaye,Diop,Féminin,Matam,Kanel,2020-09-05,Opérations,Coordinateur Logistique,Licence,1909131,Bon,Oui,1980-06-24,2021-03-04
00-22097496,Mariama,Diouf,Féminin,Kaolack,Nioro du Rip,2022-05-13,Ventes,Représentant Commercial,Licence,1894427,Satisfaisant,Non,1985-11-27,2023-11-20
00-27738187,Coumba,Diouf,Masculin,Dakar,Dakar,2020-02-13,Ventes,Consultant Commercial,Master,2829502,Bon,Non,1993-02-03,2022-11-26
00-32084778,Mariama,Fall,Masculin,Fatick,Fatick,2024-04-23,Finance,Analyste Financier,Licence,2467716,Bon,Non,1981-10-11,2024-10-20
00-55461591,Awa,Fall,Masculin,Kaolack,Kaolack,2024-06-17,Ventes,Spécialiste des Ventes,Doctorat,2182350,Bon,Non,2001-01-19,2024-12-14
00-40281491,Adama,Thiam,Masculin,Kolda,Kolda,2018-03-03,Opérations,Coordinateur Logistique,Licence,1653491,Excellent,Non,1983-11-30,2018-08-30
00-45495029,Coumba,Ba,Masculin,Dakar,Dakar,2019-06-26,Opérations,Spécialiste des Stocks,Licence,1762354,Bon,Oui,1972-04-02,2021-05-30
00-45186708,Ibrahima,Gueye,Féminin,Thiès,Mbour,2023-01-02,Opérations,Coordinateur Logistique,Licence,2095673,Satisfaisant,Non,1972-07-29,2024-07-25
00-41383044,Abdoulaye,Diop,Féminin,Fatick,Foundiougne,2021-10-08,Ventes,Consultant Commercial,Doctorat,2446361,Bon,Oui,2000-08-29,2022-04-06
00-91883846,Cheikh,Ba,Masculin,Dakar,Guédiawaye,2021-12-07,Ventes,Consultant Commercial,Doctorat,3003845,Bon,Non,1983-05-02,2022-06-05
00-50559278,Adama,Ba,Masculin,Thiès,Thiès,2017-10-07,Finance,Comptable,Licence,1992408,Bon,Non,1988-02-24,2018-04-05
00-76118957,Awa,Ba,Masculin,Sédhiou,Sédhiou,2017-04-13,Marketing,Spécialiste SEO,Licence,2021104,Excellent,Non,1964-07-23,2018-08-19
00-62163160,Abdoulaye,Diouf,Féminin,Louga,Linguère,2022-07-14,Service Clientèle,Spécialiste Support,Licence,2056451,Bon,Non,1981-10-02,2023-01-10
00-82503409,Adama,Faye,Féminin,Thiès,Mbour,2022-10-23,Informatique,Spécialiste Support Informatique,Baccalauréat,2157453,Bon,Non,1972-02-04,2023-04-21
00-97902129,Awa,Fall,Masculin,Diourbel,Mbacké,2021-03-11,Marketing,Créateur de Contenu,Licence,1789530,Bon,Non,1981-06-26,2021-09-07
00-59731689,Cheikh,Fall,Féminin,Saint-Louis,Dagana,2019-07-17,Marketing,Spécialiste SEO,Baccalauréat,1730632,Bon,Non,1985-04-15,2021-03-22
00-58678896,Awa,Diouf,Masculin,Diourbel,Bambey,2020-12-20,Ventes,Représentant Commercial,Licence,2355620,Excellent,Oui,1980-01-30,2021-06-18
00-18126895,Adama,Diallo,Masculin,Sédhiou,Sédhiou,2017-02-11,Service Clientèle,Spécialiste Support,Baccalauréat,1690869,Satisfaisant,Oui,1995-09-12,2024-06-12
00-71031132,Awa,Sow,Féminin,Kaolack,Kaolack,2021-12-05,Ventes,Représentant Commercial,Licence,1759826,Excellent,Non,1992-05-14,2022-06-03
00-16788532,Ousmane,Sow,Masculin,Diourbel,Bambey,2024-08-30,Service Clientèle,Technicien Support,Baccalauréat,2672573,Satisfaisant,Non,1966-02-18,2025-02-26
00-19208698,Coumba,Sow,Féminin,Thiès,Thiès,2020-04-25,Ventes,Consultant Commercial,Master,2418301,Bon,Non,1960-09-20,2020-10-22
00-29804386,Ibrahima,Diop,Féminin,Saint-Louis,Dagana,2017-11-23,Opérations,Coordinateur Logistique,Licence,1929375,Bon,Non,1976-10-16,2018-08-28
00-82506491,Mariama,Ndiaye,Féminin,Dakar,Guédiawaye,2016-09-05,Informatique,Développeur Logiciel,Master,2540075,Bon,Non,1966-06-06,2023-01-02
00-11994519,Ousmane,Sow,Masculin,Dakar,Guédiawaye,2020-07-16,Finance,Comptable,Licence,2525352,Satisfaisant,Oui,2004-03-22,2021-01-12
00-45617024,Mamadou,Ndiaye,Masculin,Diourbel,Diourbel,2022-08-25,Informatique,Administrateur Système,Master,2555409,Bon,Oui,1999-08-07,2024-03-21
00-18530615,Abdoulaye,Fall,Masculin,Saint-Louis,Dagana,2023-03-19,Opérations,Spécialiste des Stocks,Licence,2069333,Bon,Oui,1994-07-21,2023-09-15
00-24636981,Abdoulaye,Thiam,Masculin,Thiès,Thiès,2017-03-01,Informatique,Administrateur Système,Licence,2292362,Excellent,Oui,1986-05-05,2024-02-20
00-98436473,Coumba,Diallo,Masculin,Kaffrine,Malem Hodar,2019-05-26,Informatique,Administrateur Système,Master,2702131,Satisfaisant,Oui,1992-03-07,2019-11-22
00-74287863,Adama,Gueye,Masculin,Saint-Louis,Podor,2022-10-24,Finance,Comptable,Licence,1844093,Bon,Non,1983-09-29,2023-04-22
00-69533928,Awa,Ba,Masculin,Dakar,Pikine,2018-03-04,Service Clientèle,Spécialiste Support,Licence,1837152,Satisfaisant,Oui,1977-01-07,2023-09-17
00-26937148,Mariama,Faye,Féminin,Saint-Louis,Podor,2021-07-29,Marketing,Créateur de Contenu,Licence,2097965,Bon,Non,1990-01-15,2022-01-25
00-53645651,Adama,Faye,Masculin,Dakar,Guédiawaye,2020-10-29,Marketing,Coordinateur Marketing,Licence,1799586,Satisfaisant,Non,1995-12-11,2021-04-27
00-91259008,Adama,Ba,Masculin,Louga,Linguère,2023-12-25,Marketing,Créateur de Contenu,Licence,1851195,Satisfaisant,Non,1985-01-30,2024-09-23
00-97874085,Coumba,Sow,Masculin,Kaolack,Guinguinéo,2019-07-25,Ventes,Spécialiste des Ventes,Doctorat,1614747,Satisfaisant,Oui,1977-08-17,2020-01-21
00-55490631,Abdoulaye,Gueye,Féminin,Ziguinchor,Ziguinchor,2019-12-23,Informatique,Spécialiste Support Informatique,Licence,1690280,Satisfaisant,Oui,1988-10-16,2020-06-20
00-67279295,Ousmane,Diallo,Féminin,Matam,Matam,2018-01-01,Service Clientèle,Technicien Support,Licence,2722543,Excellent,Non,1989-01-31,2019-01-28
00-73655158,Awa,Ba,Masculin,Thiès,Mbour,2023-08-21,Opérations,Coordinateur Logistique,Licence,1667594,Bon,Non,1992-03-24,2024-10-23
00-22960658,Ousmane,Ndiaye,Masculin,Dakar,Pikine,2020-05-05,Opérations,Spécialiste des Stocks,Licence,2160301,Excellent,Non,1979-07-22,2020-11-01
00-85387867,Ousmane,Ba,Masculin,Thiès,Tivaouane,2019-07-09,Opérations,Spécialiste des Stocks,Baccalauréat,1643988,Satisfaisant,Non,1981-05-11,2020-01-05
00-66765623,Mamadou,Diallo,Féminin,Dakar,Guédiawaye,2021-01-08,Service Clientèle,Spécialiste Support,Baccalauréat,2172038,Excellent,Non,1974-07-21,2021-07-07
00-87566910,Coumba,Sow,Féminin,Dakar,Dakar,2017-02-13,Ventes,Spécialiste des Ventes,Master,2367616,Satisfaisant,Non,1967-10-25,2019-03-09
00-24524825,Ousmane,Thiam,Masculin,Thiès,Thiès,2018-12-27,Ventes,Représentant Commercial,Licence,2073682,Excellent,Non,1985-07-16,2020-01-18
00-40354559,Adama,Thiam,Masculin,Dakar,Dakar,2024-05-20,Service Clientèle,Technicien Support,Baccalauréat,2123888,Bon,Non,1981-01-31,2024-11-16
00-96261621,Coumba,Diop,Masculin,Kaolack,Kaolack,2021-12-08,Opérations,Analyste des Opérations,Master,1714400,Bon,Non,1999-09-12,2022-06-06
00-45896226,Mamadou,Ndiaye,Féminin,Dakar,Guédiawaye,2017-11-19,Opérations,Coordinateur Logistique,Licence,1891434,Bon,Non,1983-11-13,2018-12-06
00-57113566,Mamadou,Ndiaye,Masculin,Dakar,Pikine,2023-11-10,Marketing,Responsable Marketing,Doctorat,3085421,Bon,Oui,1987-12-11,2024-05-08
00-63792364,Awa,Ndiaye,Masculin,Kaolack,Nioro du Rip,2022-04-30,Service Clientèle,Spécialiste Support,Licence,2159202,Satisfaisant,Non,1974-05-03,2022-10-27
00-81200181,Cheikh,Gueye,Féminin,Fatick,Fatick,2019-04-03,Opérations,Responsable des Opérations,Licence,3631488,Satisfaisant,Oui,1984-04-15,2019-09-30
00-59667685,Mariama,Diouf,Masculin,Ziguinchor,Bignona,2023-01-23,Finance,Spécialiste des Comptes Fournisseurs,Licence,2104895,Bon,Non,1985-07-26,2023-07-22
00-21402740,Mamadou,Ndiaye,Masculin,Louga,Louga,2017-04-04,Ventes,Représentant Commercial,Licence,2076008,Satisfaisant,Non,1986-05-11,2017-10-01
00-20949687,Mariama,Fall,Masculin,Saint-Louis,Dagana,2022-12-07,Finance,Spécialiste des Comptes Fournisseurs,Licence,1607957,Satisfaisant,Oui,1999-06-13,2023-06-05
00-69330166,Adama,Diallo,Féminin,Diourbel,Diourbel,2017-08-09,Ventes,Spécialiste des Ventes,Doctorat,1693777,Bon,Non,2003-10-10,2018-02-05
00-56328316,Adama,Ba,Féminin,Thiès,Thiès,2017-01-31,Service Clientèle,Technicien Support,Licence,2523705,Bon,Non,1976-05-12,2022-05-28
00-75314742,Coumba,Diallo,Féminin,Thiès,Thiès,2015-02-03,Service Clientèle,Spécialiste Support,Baccalauréat,2102028,Satisfaisant,Oui,1980-05-18,2020-04-16
00-17352710,Mamadou,Sow,Masculin,Matam,Matam,2018-10-12,Opérations,Coordinateur Logistique,Licence,2079390,Satisfaisant,Oui,1994-09-24,2021-10-25
00-28419343,Mariama,Diallo,Féminin,Dakar,Guédiawaye,2018-07-08,Opérations,Spécialiste des Stocks,Baccalauréat,2058783,À améliorer,Non,1987-09-12,2019-01-11
00-67801537,Fatou,Ndiaye,Féminin,Saint-Louis,Podor,2018-11-13,Opérations,Spécialiste des Stocks,Licence,2039503,Excellent,Oui,2002-09-21,2023-11-20
00-77144075,Coumba,Diouf,Masculin,Louga,Kébémer,2016-01-27,Opérations,Coordinateur Logistique,Licence,1903286,Satisfaisant,Non,1980-05-08,2023-07-24
00-68548403,Mamadou,Fall,Masculin,Kaffrine,Koungheul,2024-10-22,Informatique,Spécialiste Support Informatique,Baccalauréat,1970699,À améliorer,Oui,2003-01-29,2025-04-20
00-67617561,Ibrahima,Gueye,Masculin,Kolda,Vélingara,2022-07-26,Ventes,Consultant Commercial,Master,2237299,Excellent,Oui,1978-04-11,2023-01-22
00-25458308,Adama,Diop,Masculin,Sédhiou,Goudomp,2024-10-24,Opérations,Coordinateur Logistique,Licence,1868070,Bon,Non,1971-12-26,2025-04-22
00-92963368,Abdoulaye,Diouf,Féminin,Thiès,Thiès,2016-02-18,Ventes,Représentant Commercial,Licence,2361181,Bon,Oui,1972-09-10,2016-08-16
00-68475513,Ibrahima,Gueye,Féminin,Kédougou,Salémata,2020-02-19,Informatique,Développeur Logiciel,Licence,3123055,Bon,Non,1972-02-27,2024-09-10
00-51644346,Ousmane,Sow,Masculin,Saint-Louis,Podor,2018-09-14,Marketing,Spécialiste SEO,Licence,1856881,Satisfaisant,Non,1975-05-09,2021-04-08
00-78515906,Awa,Thiam,Masculin,Kaffrine,Malem Hodar,2020-07-03,Ventes,Représentant Commercial,Licence,2156505,Satisfaisant,Non,1990-01-04,2020-12-30
00-96629889,Fatou,Sow,Masculin,Dakar,Dakar,2016-08-01,Ventes,Représentant Commercial,Licence,2143359,Bon,Non,1993-05-17,2019-03-27
00-33286644,Ibrahima,Ndiaye,Féminin,Thiès,Tivaouane,2022-03-06,Service Clientèle,Technicien Support,Baccalauréat,2222604,Excellent,Non,1993-06-11,2022-09-02
00-33776150,Abdoulaye,Fall,Féminin,Saint-Louis,Podor,2022-04-13,Opérations,Spécialiste des Stocks,Baccalauréat,2087834,Satisfaisant,Oui,1979-02-22,2022-10-10
00-85764804,Ibrahima,Diouf,Masculin,Matam,Matam,2023-07-24,Service Clientèle,Technicien Support,Licence,2586397,Satisfaisant,Oui,1981-04-02,2024-06-01
00-30261159,Abdoulaye,Ba,Masculin,Dakar,Dakar,2019-12-05,Informatique,Administrateur Système,Licence,2385202,Bon,Non,1969-10-09,2021-11-19
00-46866075,Ibrahima,Diop,Féminin,Dakar,Guédiawaye,2018-08-24,Service Clientèle,Spécialiste Support,Licence,1943025,Bon,Oui,1990-01-02,2024-05-10
00-71974027,Abdoulaye,Diop,Féminin,Dakar,Dakar,2016-06-13,Marketing,Spécialiste SEO,Baccalauréat,2297429,À améliorer,Oui,1970-03-09,2020-05-17
00-96525668,Awa,Faye,Masculin,Kolda,Vélingara,2020-03-23,Informatique,Spécialiste Support Informatique,Licence,2154864,Satisfaisant,Oui,1961-01-02,2023-01-07
00-87890494,Coumba,Diop,Masculin,Kaolack,Nioro du Rip,2019-12-27,Informatique,Administrateur Système,Licence,2773121,À améliorer,Non,1963-08-25,2024-12-15
00-35265073,Ousmane,Faye,Féminin,Dakar,Dakar,2019-07-29,Informatique,Spécialiste Support Informatique,Licence,1883317,Satisfaisant,Non,1982-06-02,2021-09-02
00-70468188,Awa,Diouf,Féminin,Saint-Louis,Podor,2024-10-20,Opérations,Analyste des Opérations,Licence,2198048,Bon,Non,1985-10-13,2025-04-18
00-96721710,Fatou,Diop,Masculin,Louga,Louga,2017-10-11,Opérations,Coordinateur Logistique,Licence,1735851,Bon,Oui,1978-07-28,2022-11-22
00-80339290,Coumba,Faye,Féminin,Kédougou,Salémata,2017-09-25,Ventes,Représentant Commercial,Licence,1964680,Bon,Oui,1991-12-16,2019-02-21
00-61998170,Adama,Diouf,Féminin,Kaffrine,Kaffrine,2022-03-20,Service Clientèle,Représentant Service Clientèle,Licence,1604515,Excellent,Non,1984-03-14,2022-09-16
00-94676162,Ousmane,Ba,Masculin,Tambacounda,Bakel,2018-10-04,Service Clientèle,Technicien Support,Baccalauréat,2477748,Bon,Non,1966-07-12,2019-04-02
00-61883769,Mariama,Diallo,Féminin,Dakar,Guédiawaye,2022-05-02,Ventes,Spécialiste des Ventes,Doctorat,1998296,Bon,Non,1989-04-21,2022-10-29
00-30182766,Ousmane,Ba,Masculin,Kolda,Vélingara,2020-06-03,Service Clientèle,Spécialiste Support,Licence,1884046,Satisfaisant,Non,1989-07-09,2024-10-04
00-51638598,Adama,Ndiaye,Féminin,Dakar,Guédiawaye,2020-09-17,Opérations,Analyste des Opérations,Master,1807376,Satisfaisant,Non,2000-10-05,2021-03-16
00-85017250,Adama,Diouf,Masculin,Dakar,Dakar,2023-09-10,Ventes,Spécialiste des Ventes,Licence,2002777,Excellent,Non,1985-10-09,2024-03-08
00-80651318,Awa,Gueye,Féminin,Tambacounda,Goudiry,2020-05-25,Ventes,Spécialiste des Ventes,Doctorat,1907196,Satisfaisant,Oui,1996-07-10,2020-11-21
00-51455302,Fatou,Sow,Masculin,Thiès,Thiès,2018-06-20,Ventes,Représentant Commercial,Licence,1897303,Bon,Non,1981-10-03,2018-12-17
00-40406092,Fatou,Ndiaye,Masculin,Dakar,Guédiawaye,2016-12-15,Ventes,Représentant Commercial,Licence,1706580,À améliorer,Oui,1973-10-16,2018-03-03
00-82446804,Coumba,Diop,Masculin,Ziguinchor,Ziguinchor,2022-07-21,Marketing,Responsable Marketing,Licence,2289009,Bon,Non,1993-06-02,2023-01-17
00-90161060,Adama,Ndiaye,Féminin,Diourbel,Bambey,2017-06-25,Service Clientèle,Technicien Support,Baccalauréat,2346282,À améliorer,Non,1984-05-10,2021-04-03
00-93851247,Fatou,Fall,Masculin,Thiès,Tivaouane,2015-02-16,Opérations,Analyste des Opérations,Licence,2419089,Bon,Non,1995-08-27,2023-01-30
00-41880763,Abdoulaye,Faye,Féminin,Thiès,Thiès,2017-04-07,Opérations,Coordinateur Logistique,Licence,1813236,Bon,Non,2004-01-17,2018-04-11
00-70254091,Cheikh,Thiam,Féminin,Kaolack,Guinguinéo,2017-03-29,Service Clientèle,Spécialiste Support,Licence,2028290,Bon,Non,1987-12-05,2021-07-23
00-36040410,Ousmane,Faye,Féminin,Diourbel,Bambey,2024-01-25,Ventes,Responsable des Ventes,Doctorat,3443271,Bon,Non,1992-12-06,2024-07-23
00-47818761,Adama,Thiam,Masculin,Kaolack,Kaolack,2020-05-11,Marketing,Créateur de Contenu,Baccalauréat,2136208,Bon,Oui,1965-05-18,2021-04-03
00-36802975,Ibrahima,Ndiaye,Féminin,Kaolack,Kaolack,2023-01-09,Opérations,Coordinateur Logistique,Licence,1887038,Satisfaisant,Oui,1976-06-01,2023-07-08
00-74503785,Ousmane,Thiam,Féminin,Thiès,Thiès,2024-08-16,Opérations,Spécialiste des Stocks,Baccalauréat,2158613,Bon,Oui,1970-01-28,2025-02-12
00-79244185,Awa,Diallo,Masculin,Kaolack,Kaolack,2016-08-03,Opérations,Spécialiste des Stocks,Licence,1698993,Satisfaisant,Non,1977-11-28,2017-11-29
00-70306604,Coumba,Ndiaye,Féminin,Dakar,Guédiawaye,2023-03-31,Marketing,Coordinateur Marketing,Licence,1987818,À améliorer,Non,1987-04-08,2023-09-27
00-70549373,Ousmane,Diop,Féminin,Kédougou,Salémata,2019-08-17,Finance,Analyste Financier,Master,3153178,À améliorer,Non,2003-10-17,2021-07-22
00-60192261,Cheikh,Gueye,Masculin,Diourbel,Mbacké,2024-03-26,Informatique,Administrateur Système,Master,2802293,Bon,Oui,1991-09-22,2024-09-22
00-13783268,Ousmane,Ba,Masculin,Tambacounda,Bakel,2023-01-03,Service Clientèle,Représentant Service Clientèle,Licence,1721424,Satisfaisant,Oui,1995-07-22,2023-07-02
00-29602406,Fatou,Diop,Masculin,Thiès,Mbour,2017-01-28,Ventes,Responsable des Ventes,Doctorat,3700661,Excellent,Non,1972-09-28,2021-05-10
